CID,C4_3_N3_2_2*(1-FC_16_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0),FC_13_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0*(1-n),C4_3_N3_2_1*(1-FC_40_C4_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0),LeafAC_C4_C4_2*(1-FC_514_C4_0_Cl1_1_Cl1_1_C4_1_H1_2_Cl1_2_Cl1_2_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0),C4_3_C4_3_1*(1-FC_9_C4_0_Cl1_1_/_1_/_0_0),dg_in_2*(1-C4_2_C4_2_2),na_ex_N3*C4_2_C4_3_2,na_ex_S6*(1-FC_127_C4_0_H1_1_H1_1_S6_1_O2_2_O2_2_O2_2_/_1_1_1_1_2_2_/_0_0_0_0_-1_0_0),FC_16_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0*(1-na_ex_N3),FC_30_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0*(1-FC_329_C4_0_H1_1_H1_1_C4_1_Cl1_2_C4_2_H1_3_H1_3_/_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0),FC_5_O2_0_/_/_0*(1-na_in_O2),N3_2_N3_2_2*(1-FC_237_O2_0_C4_1_H1_2_O2_2_/_1_1_2_/_0_0_0_0),C4_2_C4_3_2*(1-C4_3_S2_2_1),LeafAC_N3_C4_1*(1-FC_495_C4_0_O2_1_N3_1_H1_2_H1_2_/_2_1_1_1_/_0_0_0_0_0),N3_2_S6_4_1*(1-LeafAC_Cl1_N2_1),FC_3_C4_0_/_/_0*(1-C4_2_C4_3_1),C4_2_C4_3_2*(1-C4_2_C4_3_2),dg_in_3*(1-C4_2_N3_2_2),na_ex_C4*(1-FC_6_N3_0_/_/_0),C4_2_O2_2_1*(1-LeafAC_O2_N3_2),C4_2_C4_2_2*C4_2_C4_2_2,C4_2_C4_4_1*(1-FC_481_C4_0_H1_1_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_2_1_1_1_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0),FC_12_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0*(1-C4_2_C4_3_2),LeafAC_C4_C4_1*(1-FC_5_O2_0_/_/_0),FC_3_C4_0_/_/_0*(1-FC_3_C4_0_/_/_0),C4_2_N4_4_1*(1-FC_406_O2_0_S6_1_O2_2_O2_2_N3_2_H1_3_H1_3_/_1_2_2_1_1_1_/_0_0_0_0_0_0_0),FC_21_C4_0_H1_1_H1_1_C4_1_O2_2_O2_2_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0*(1-N2_2_S6_4_1),C4_2_C4_2_2*LeafAC_O2_N4_2,FC_15_C4_0_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0*(1-FC_30_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0),C4_3_C4_4_1*C4_3_C4_4_1,na_ex_O2*(1-dg_in_3),FC_9_C4_0_Cl1_1_/_1_/_0_0*(1-FC_30_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0),LeafAC_O2_C4_2*(1-C4_2_C4_4_1),FC_29_C4_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0*(1-N3_3_O2_2_1),C4_3_S2_2_1*(1-C4_2_C4_2_2),C4_2_C4_2_2*FC_16_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0,FC_18_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0*(1-FC_489_N3_0_C4_1_S2_2_S2_2_/_1_1_2_/_0_0_-1_0),C4_2_C4_2_2*(1-rank),FC_10_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0*(1-FC_49_C4_0_H1_1_O2_1_H1_2_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0),FC_2_C4_0_H1_1_H1_1_/_1_1_/_0_0_0*(1-FC_156_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_1_0_0_0_0_0_0_0),na_ex_N3*(1-bd_in_2),na_in_N3*(1-C4_2_C4_2_2),ms*(1-FC_6_N3_0_/_/_0),dg_4*(1-FC_208_O2_0_N3_1_O2_2_/_1_2_/_0_0_0),C4_2_C4_2_2*(1-C4_2_N3_3_1),C4_2_N3_2_2*(1-C4_4_S6_4_1),FC_16_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0*(1-na_ex_O1),na_in_N4*(1-FC_40_C4_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0),na_in_O2*(1-na_ex_Cl1),FC_20_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0*(1-FC_477_C4_0_C4_1_H1_2_H1_2_Cl1_2_C4_1_H1_2_H1_2_Cl1_2_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0)
3708,0.0,0.0,0.0,0.0,0.0,0.0895522,0.0,0.0,0.0,0.0,0.109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.2222219999999999,0.0,0.2222219999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0571428999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0789473999999999,0.0,0.0,0.11165,0.1,0.0,0.0,0.0,0.0,0.125,0.0
3709,0.0,0.0,0.0,0.0,0.03125,0.08955225,0.0,0.166667,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.102941125,0.1275,0.0714286,0.0,0.0,0.0625,0.0,0.0,0.0,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.07959184755102,0.0,0.0,0.0,0.0,0.0,0.0,0.21428575000000002,0.0,0.0,0.0,0.0,0.2371,0.0,0.25,0.0,0.0,0.0,0.0,0.0
3710,0.0,0.0,0.0,0.0,0.0,0.12313425,0.0666666,0.0,0.3333335,0.0,0.0,0.0,0.2,0.4,0.0,0.098039127451,0.16000000000000003,0.0714286,0.0,0.0,0.0625,0.0,0.0,0.0,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.05306126265305991,0.0,0.0,0.0,0.0,0.125,0.0,0.21428575000000002,0.0,0.0,0.2666664,0.0,0.195571,0.1,0.25,0.0,0.5,0.0,0.0,0.0
3711,0.1428569999999999,0.0,0.0,0.0,0.0,0.117537,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0490195637255,0.09000000000000001,0.0714286,0.046875,0.0,0.015625,0.0,0.0,0.0588235,0.05536329584775,0.0,0.0,0.0,0.0,0.0,0.07959184755102,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.10714287500000001,0.0,0.0263158,0.0,0.09722212499999991,0.14091375,0.0,0.125,0.0,0.0,0.0,0.0,0.0
3712,0.0,0.0,0.0,0.0,0.0625,0.19029825,0.0666666,0.0,0.3333335,0.0,0.109375,0.0,0.2,0.4,0.0,0.098039127451,0.16000000000000003,0.0714286,0.0,0.1111109999999999,0.0625,0.0,0.0,0.0,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.05306126265305991,0.0,0.1428569999999999,0.0,0.0,0.125,0.0,0.21428575000000002,0.0,0.0789473999999999,0.2666664,0.0,0.1544869999999999,0.0,0.25,0.0,0.5,0.0,0.125,0.0
3713,0.0,0.0,0.0714286,0.0,0.0,0.358209,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0714286,0.140625,0.2222219999999999,0.0,0.0,0.0,0.1764705,0.0,0.0,0.0,0.0,0.0,0.0,0.05306126265305991,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.368421,0.0,0.2222219999999999,0.061235025,0.0,0.0,0.0,0.0,0.0,0.25,0.0
3714,0.0,0.0,0.0,0.0,0.03125,0.0895522,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.09000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3716,0.0,0.0,0.0,0.0,0.0,0.1044775,0.0,0.0,0.0,0.0,0.05859375,0.0,0.1,0.0,0.0,0.1078430872549,0.09000000000000001,0.107143,0.125,0.0555556,0.25,0.0,0.0,0.1102940625,0.10380618339099999,0.0,0.0,0.0,0.0,0.074380016529,0.05102043826529991,0.0,0.0714286,0.0,0.0,0.0,0.0,0.42857150000000005,0.0,0.0526316,0.0,0.0277778,0.109175,0.1,0.45833335,0.0,0.0,0.0,0.0625,0.0
3717,0.0,0.0,0.1428569999999999,0.0,0.0,0.0895522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.117647,0.0,0.0,0.0,0.0,0.0,0.033057785124000004,0.0857143,0.0,0.214286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111109999999999,0.140754,0.1,0.0,0.0,0.0,0.0,0.0,0.0
3718,0.21428549999999993,0.10236225000000002,0.107143,0.0,0.125,0.164179,0.008333350000000002,0.166667,0.20833325,0.0,0.05859375,0.0,0.04166665,0.2,0.0,0.117647,0.0475,0.107143,0.09375,0.0,0.0,0.0,0.0,0.1654415625,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.17857140000000002,0.0,0.214286,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.1500003,0.2222219999999999,0.18514275,0.1,0.0,0.0,0.25,0.0,0.0625,0.0
3719,0.10714274999999993,0.0,0.25,0.0,0.0625,0.222014625,0.016666700000000003,0.0,0.20833325,0.0,0.0,0.0,0.1,0.2,0.0,0.186274495098,0.09000000000000001,0.178571,0.08203125,0.0,0.015625,0.0,0.0,0.0,0.179930733564,0.0,0.0,0.0,0.0,0.0,0.11734688265299992,0.0,0.357143,0.0,0.0,0.03125,0.0,0.09821425,0.0,0.0789473999999999,0.138889111111,0.291666375,0.171604125,0.0,0.125,0.0,0.15,0.0,0.0,0.0
3720,0.0,0.0,0.0,0.0,0.0,0.078358175,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.09000000000000001,0.0,0.0625,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1142859999999999,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.116071425,0.0,0.0,0.0,0.0,0.226413,0.0,0.125,0.0,0.0,0.0,0.0,0.0
3725,0.0,0.0,0.0357143,0.0,0.0625,0.1119405,0.0,0.0,0.0,0.0,0.0546875,0.0,0.2,0.0,0.0,0.2156861745098,0.16000000000000003,0.1428569999999999,0.125,0.0,0.0625,0.0,0.0,0.1102940625,0.179930733564,0.0,0.0,0.0,0.0,0.0,0.0734694122449,0.0,0.214286,0.0,0.0,0.0,0.0,0.21428575000000002,0.0,0.0,0.0,0.0416667,0.181087,0.0,0.25,0.0,0.0,0.0,0.125,0.0
3726,0.0,0.0,0.0,0.0,0.09375,0.0895522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0857143,0.0,0.0714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3727,0.0,0.0,0.0,0.666667,0.0,0.0298507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526316,0.0,0.0,0.0428136999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3728,0.0,0.0,0.0,0.333333,0.03125,0.0895522,0.0,0.0,0.0,0.0,0.109375,0.0,0.1,0.0,0.0,0.15441212499999998,0.09000000000000001,0.107143,0.09375,0.1111109999999999,0.0,0.0,0.0,0.0,0.14532898615899997,0.0,0.0,0.0,0.2,0.0,0.0255101744898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263158,0.0,0.0,0.1418869999999999,0.0,0.0,0.0,0.0,0.0,0.125,0.0
3729,0.0,0.0,0.0,0.0,0.09375,0.10447762499999999,0.0666666,0.0,0.3333335,0.0,0.0,0.0,0.2,0.4,0.0,0.117647,0.16000000000000003,0.0714286,0.0,0.0,0.015625,0.0,0.0,0.0,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.10714287500000001,0.0,0.0,0.277777388889,0.0,0.1325579999999999,0.0,0.125,0.0,0.5,0.0,0.0,0.0
3734,0.1428569999999999,0.0,0.0357143,0.0,0.03125,0.13432799999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.186274495098,0.1275,0.1428569999999999,0.0,0.0,0.0625,0.0,0.0,0.0,0.179930733564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1964285,0.0,0.0789473999999999,0.0,0.08333324999999993,0.10867062499999999,0.0,0.25,0.0,0.0,0.0,0.0,0.0
3735,0.0,0.0,0.0357143,0.0,0.09375,0.1119405,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2156861745098,0.16000000000000003,0.214286,0.03125,0.0,0.0625,0.0,0.0,0.0588235,0.179930733564,0.0,0.0,0.0,0.0,0.033057785124000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17857150000000002,0.0,0.0263158,0.0,0.0416667,0.1198829999999999,0.1,0.25,0.0,0.0,0.0,0.0,0.0
3736,0.0,0.0,0.0714286,0.0,0.03125,0.134328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0357143,0.09375,0.0,0.0,0.2222219999999999,0.0,0.117647,0.0,0.0,0.2,0.0,0.0,0.0,0.08265307377551,0.0,0.11111103174599993,0.0,0.0,0.0,0.25,0.0,0.0,0.131579,0.166667,0.0555556,0.0825776,0.1,0.0,0.0,0.0,0.0,0.0,0.0
3737,0.0,0.198819,0.0,0.0,0.09375,0.253731,0.0,0.0,0.0,0.0,0.05859375,0.0,0.0,0.0,0.0,0.093137247549,0.0,0.107143,0.28125,0.0,0.0,0.2222219999999999,0.0,0.44117625,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.0255101744898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263158,0.0,0.0,0.0463957,0.1,0.0,0.0,0.0,0.0,0.0625,0.0
3738,0.0,0.0,0.0,0.0,0.0,0.1044775,0.0,0.0,0.0,0.0,0.05859375,0.0,0.15,0.0,0.0,0.139706267157,0.1275,0.107143,0.1875,0.0555556,0.25,0.0,0.0,0.1654415625,0.14532898615899997,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857150000000005,0.0,0.0526316,0.0,0.0,0.0781969,0.1,0.5,0.0,0.0,0.333333,0.0625,0.0
3739,0.0,0.0,0.0,0.0,0.03125,0.078358175,0.008333350000000002,0.0,0.0,0.0,0.05859375,0.0,0.05,0.2,0.0,0.05637251887255,0.0475,0.0357143,0.125,0.0555556,0.015625,0.0,0.0,0.1654415625,0.05536329584775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116071425,0.0,0.0,0.1500003,0.0,0.0766636,0.0,0.125,0.0,0.0,0.0,0.0625,0.0
3741,0.0,0.0,0.0,0.0,0.0,0.12313425,0.0666666,0.0,0.3333335,0.0,0.0,0.0,0.2,0.4,0.0,0.08823525,0.16000000000000003,0.0714286,0.0,0.0,0.0625,0.0,0.0,0.0,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.21428575000000002,0.0,0.0263158,0.2666664,0.0,0.116264,0.0,0.25,0.0,0.5,0.0,0.0,0.0
3742,0.0,0.0,0.0,0.0,0.0625,0.19029825,0.0,0.0,0.0,0.0,0.0,0.0,0.13333340000000002,0.0,0.0,0.235294,0.16000000000000003,0.214286,0.0234375,0.0,0.0625,0.0,0.0,0.0,0.179930733564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24999975,0.0,0.0,0.17857150000000002,0.0,0.1842109999999999,0.0,0.12500025,0.09033000000000001,0.0,0.125,0.0,0.0,0.0,0.0,0.0
3743,0.0,0.0,0.0357143,0.0,0.0625,0.119403,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1617650892157,0.16000000000000003,0.107143,0.09375,0.0,0.0,0.0,0.0,0.0588235,0.14532898615899997,0.0,0.0,0.0,0.2,0.0,0.05102043826529991,0.0,0.0714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0526316,0.0,0.1111109999999999,0.125589,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3744,0.0,0.0,0.0,0.0,0.0,0.0652985375,0.0,0.0,0.0,0.0,0.0546875,0.0,0.05,0.0,0.0,0.05637251887255,0.0475,0.0357143,0.0625,0.1111109999999999,0.015625,0.0,0.0,0.05514703125,0.05536329584775,0.0,0.0,0.0,0.0,0.0,0.027550992448980002,0.0,0.0714286,0.0,0.0,0.0,0.0,0.116071425,0.0,0.0263158,0.0,0.0,0.159971,0.0,0.125,0.0,0.0,0.0,0.125,0.0
3745,0.0,0.0,0.0,0.0,0.0,0.0652985375,0.0,0.0,0.0,0.0,0.05859375,0.0,0.05,0.0,0.0,0.0,0.0475,0.0,0.03125,0.0555556,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285714,0.0,0.0,0.0,0.0,0.0,0.0,0.116071425,0.0,0.0,0.0,0.0,0.148963,0.0,0.125,0.0,0.0,0.0,0.0625,0.0
3746,0.0,0.0,0.0,0.0,0.0625,0.12313425,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.098039127451,0.16000000000000003,0.0714286,0.0,0.0,0.0625,0.0,0.0,0.0,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.07959184755102,0.0,0.0714286,0.0,0.0,0.0,0.0,0.21428575000000002,0.0,0.0,0.0,0.0,0.180808,0.0,0.25,0.0,0.0,0.0,0.0,0.0
3750,0.0,0.5374013750000001,0.0,0.0,0.3125,0.32649225000000004,0.0,0.0,0.0,0.0,0.21484375,0.0,0.0,0.0,0.0,0.08823525,0.0,0.178571,0.46875,0.0,0.015625,0.4444439999999999,0.0,0.4448530625,0.10380618339099999,0.0,0.0,0.0,0.0,0.13223114049600002,0.140816752041,0.0,0.07936506349199997,0.333333,0.0,0.0,0.0,0.080357125,0.125,0.157895,0.0,0.0,0.0811173999999999,0.4,0.125,0.0,0.0,0.0,0.3125,0.0
3751,0.0,0.0,0.0,0.0,0.03125,0.13059725,0.0,0.0,0.0,0.0,0.05859375,0.0,0.05,0.0,0.0,0.05392154362745,0.0475,0.107143,0.0703125,0.0555556,0.015625,0.0,0.0,0.1102940625,0.05536329584775,0.0,0.0,0.0,0.0,0.0,0.0765306127551,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.10714287500000001,0.0,0.0526316,0.0,0.09722212499999991,0.10404075000000002,0.0,0.1145833375,0.0,0.0,0.0,0.0625,0.0
3752,0.1428569999999999,0.0,0.1428569999999999,0.0,0.03125,0.1455225,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.2156861745098,0.0475,0.07142849999999995,0.0,0.0,0.0625,0.0,0.0,0.0,0.179930733564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1964285,0.0,0.0263158,0.0,0.2083335,0.10739749999999999,0.0,0.25,0.5,0.0,0.0,0.0,0.0
3753,0.0,0.0,0.0714286,0.0,0.125,0.14365662499999998,0.0,0.0,0.0,0.0,0.0,0.0,0.04166665,0.0,0.0,0.05637251887255,0.0475,0.1428569999999999,0.109375,0.0,0.015625,0.0,0.0,0.117647,0.05536329584775,0.0,0.0,0.0,0.0,0.008264464462810001,0.09795944489799993,0.0,0.2857139999999999,0.0,0.14583362500000002,0.0,0.25,0.09821425,0.0,0.0,0.0,0.09722212499999991,0.22115975,0.1,0.125,0.0,0.0,0.0,0.0,0.0
3757,0.0,0.0,0.0714286,0.0,0.0703125,0.14365662499999998,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.117647,0.16000000000000003,0.0714286,0.0625,0.0,0.015625,0.0,0.0,0.0588235,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.02653058489796,0.25,0.0714286,0.0,0.0,0.0,0.0,0.10714287500000001,0.0,0.0,0.0,0.04861115,0.269803,0.0,0.125,0.0,0.0,0.0,0.0,0.0
3759,0.0,0.0,0.0,0.0,0.0625,0.1791039999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.147059107843,0.1275,0.1428569999999999,0.0625,0.0,0.0,0.2222219999999999,0.0,0.0,0.14532898615899997,0.0,0.0,0.0,0.2,0.033057785124000004,0.024489775510200002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1842109999999999,0.0,0.0555556,0.0792191,0.1,0.0,0.0,0.0,0.0,0.0,0.0
3760,0.0,0.0,0.107143,0.0,0.08203125,0.19403,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.25735325,0.22749999999999998,0.13392825,0.109375,0.0,0.0,0.0,0.0,0.117647,0.207612602076,0.0,0.0,0.0,0.0,0.0,0.023469376530599998,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263158,0.0,0.166667,0.131278,0.0,0.0,0.25,0.0,0.0,0.0,0.0
3762,0.0,0.18307075,0.0,0.0,0.125,0.30037349999999996,0.0,0.0,0.0,0.0,0.1875,0.0,0.15,0.0,0.0,0.068627377451,0.1275,0.214286,0.1875,0.0555556,0.015625,0.2222219999999999,0.0,0.2205885,0.10380618339099999,0.0,0.0,0.0,0.0,0.074380016529,0.0673469255102,0.0,0.055555593650800005,0.333333,0.0,0.0,0.0,0.080357125,0.0625,0.1842109999999999,0.0,0.0,0.0955138,0.2,0.125,0.0,0.0,0.0,0.25,0.0
3763,0.0,0.359251875,0.0,0.0,0.3125,0.33582074999999995,0.0,0.0,0.0,0.0,0.24609375,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.375,0.0,0.0625,0.1111109999999999,0.0,0.1985293125,0.0,0.0,0.0,0.0,0.0,0.008264464462810001,0.15000000000000002,0.0,0.12698401587299993,0.0,0.0,0.0,0.0,0.17857150000000002,0.1875,0.157895,0.3111107888889,0.0,0.0934143,0.1,0.25,0.0,0.0,0.0,0.4375,0.0
3764,0.0,0.0,0.0,0.0,0.0625,0.164179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2894739999999999,0.0,0.1111109999999999,0.039392625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3766,0.0,0.0,0.0357143,0.0,0.0546875,0.26119362500000004,0.0,0.0,0.0,0.0,0.0,0.0,0.16666675,0.0,0.0,0.2696081764706,0.1875,0.214286,0.0,0.0,0.015625,0.2222219999999999,0.0,0.0,0.207612602076,0.0,0.0,0.0,0.0,0.0,0.0224489489796,0.125,0.055555593650800005,0.0,0.291666375,0.0,0.0,0.080357125,0.0,0.210526,0.0,0.14583362500000002,0.1415745,0.1,0.083333375,0.0,0.0,0.0,0.0,0.0
3767,0.0,0.0,0.0357143,0.0,0.0,0.35261187499999996,0.0,0.0,0.0,0.0,0.21484375,0.0,0.1,0.0,0.0,0.078431372549,0.09000000000000001,0.1428569999999999,0.0546875,0.277778,0.015625,0.0,0.0,0.0808823125,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.0734694122449,0.0,0.1428569999999999,0.0,0.0,0.0,0.25,0.09821425,0.0625,0.315789,0.0,0.14583362500000002,0.10008425,0.1,0.104166625,0.0,0.0,0.0,0.3125,0.0
3768,0.0,0.0,0.0,0.0,0.0,0.208955,0.0,0.0,0.0,0.0,0.109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1111109999999999,0.0,0.0,0.5,0.102941125,0.0,0.0,0.0,0.0,0.0,0.0,0.0571428999999999,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.263158,0.0,0.0,0.0601262,0.0,0.0,0.0,0.0,0.0,0.125,0.0
3769,0.0,0.0,0.0,0.0,0.046875,0.16977625000000002,0.02500005,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.1078430872549,0.1275,0.10714274999999993,0.0234375,0.0,0.015625,0.0,0.0,0.0,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.4375,0.0,0.0,0.09821425,0.0,0.0263158,0.13333360000000002,0.09722212499999991,0.25851,0.0,0.104166625,0.25,0.0,0.0,0.0,0.0
3770,0.0,0.0,0.0714286,0.0,0.0546875,0.14365662499999998,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.1127450377451,0.1875,0.0714286,0.0625,0.0,0.015625,0.0,0.0,0.0,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.05306126265305991,0.125,0.1428569999999999,0.0,0.0,0.0,0.0,0.10714287500000001,0.0,0.0,0.0,0.04861115,0.277632,0.0,0.125,0.0,0.0,0.0,0.0,0.0
3771,0.0,0.0,0.0,0.0,0.0,0.0597015,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.25,0.0588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105263,0.166667,0.0,0.0146112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
